text,label,processed_text,token_count
"News: Technology Already Exists to Stabilize Global Warming. Existing technologies could stop the escalation of global warming for 50 years and work on implementing them can begin immediately, according to an analysis by Princeton University scientists. (Princeton University press release)",Sci_Tech,news technology already exist to stabilize global warming exist technology could stop the escalation of global warming for year and work on implement they can begin immediately accord to an analysis by princeton university scientists princeton university press release,39
"Report: Delta Reaches Deal with Pilots. NEW YORK (Reuters) - Delta Airlines has reached a tentative agreement with its pilots union on wage and benefit cuts aimed at avoiding a bankruptcy filing, The Wall Street Journal said in a report late Wednesday on its Web site.",Business,report delta reach deal with pilot new york reuters delta airline have reach tentative agreement with its pilot union on wage and benefit cut aim at avoid bankruptcy file the wall street journal say in report late wednesday on its web site,42
"Cooking up a digital future. The future kitchen gadgets that could make life easier in the kitchen, say MIT researchers.",Sci_Tech,cook up digital future the future kitchen gadget that could make life easy in the kitchen say mit researcher,19
"How young Hughes impressed Saint. When Bill Shankly signed this young lad from Blackpool, we couldn #39;t believe the energy this boy had, he was always in the front of the queue at training.",Sports,how young hughe impress saint when bill shankly sign this young lad from blackpool we couldn believe the energy this boy have he be always in the front of the queue at training,33
"Jaguar to axe 1,150 jobs. Hard-pressed luxury marque Jaguar says it will cut about 1,150 jobs at its main plant in Coventry in a bid to return to profits, in another blow to Britain #39;s fading glory as a carmaking centre.",Business,jaguar to axe job hard press luxury marque jaguar say it will cut about job at its main plant in coventry in bid to return to profit in another blow to britain fade glory as carmake centre,37
"Arafat #39;s immediate successor a moderate. Rauhi Fattouh, the man chosen as Yasser Arafat #39;s immediate successor as Palestinian Authority president, is a 55-year-old moderate who only became parliament speaker six months ago.",World,arafat immediate successor moderate rauhi fattouh the man choose as yasser arafat immediate successor as palestinian authority president be year old moderate who only become parliament speaker six month ago,30
"Oil Slips Below #36;46, Supply Woes Persist (Reuters). Reuters - U.S. oil prices slid below #36;46 on Tuesday, marking the third successive session of falls as Iraqi exports returned to near normal, although supply uncertainties kept the market close to historic levels.",Business,oil slip below supply woe persist reuter reuter oil price slide below on tuesday mark the third successive session of fall as iraqi export return to near normal although supply uncertainty keep the market close to historic level,38
"US takes Airbus dispute to WTO. The US government asks the World Trade Organisation to step in to stop EU member states from ""subsidising"" planemaker Airbus.",Business,we take airbus dispute to wto the us government ask the world trade organisation to step in to stop eu member state from subsidise planemaker airbus,26
Schwab posts loss in quarter. Discount brokerage Charles Schwab Corp. suffered a $41 million loss during its fiscal third quarter as it absorbed costs from job cuts and other restructuring steps it hopes will reverse a protracted slump.,Business,schwab post loss in quarter discount brokerage charles schwab corp suffer million loss during its fiscal third quarter as it absorb cost from job cut and other restructure step it hop will reverse protract slump,35
"Howard records fourth poll win. SYDNEY: Australian Prime Minister John Howard, a key US ally and supporter of the Iraq war, resoundingly beat centre-left opposition Labour at a national election yesterday to win a fourth straight term in office.",World,howard record fourth poll win sydney australian prime minister john howard key us ally and supporter of the iraq war resoundingly beat centre leave opposition labour at national election yesterday to win fourth straight term in office,37
Terror suspects appeal to Law Lords. Nine foreign terror suspects held indefinitely without charge in Britain will challenge their detention before the country #39;s highest court today.,World,terror suspect appeal to law lord nine foreign terror suspect hold indefinitely without charge in britain will challenge their detention before the country high court today,26
"Square Enix, Gamemakers Count on Sony, Nintendo to Boost Sales. Square Enix, the world #39;s biggest maker of role-playing computer games, and rivals including Koei Co. are counting on the new consoles from Japan #39;s Sony Corp.",Sci_Tech,square enix gamemaker count on sony nintendo to boost sale square enix the world big maker of role play computer game and rival include koei co be count on the new console from japan sony corp,36
"Pepsi Bottling 3rd-Qtr Profit Rises 4.4 on Juices (Update2). Pepsi Bottling Group Inc., the world #39;s largest distributor of PepsiCo Inc. beverages, said third- quarter earnings rose 4.4 percent on new Tropicana juice drinks and sales in Europe.",Business,pepsi bottle rd qtr profit rise on juice update pepsi bottling group inc the world large distributor of pepsico inc beverage say third quarter earning rise percent on new tropicana juice drink and sale in europe,36
